"ID_RECEITA","ANO_ORCAMENTARIO","CODIGO_ORCAMENTARIO","CODIGO_CATEGORIA","CATEGORIA","CODIGO_ORIGEM","ORIGEM","CODIGO_ESPECIE","ESPECIE","CODIGO_RUBRICA","RUBRICA","DESCRICAO","EXTRA","DATA_LANCAMENTO","ULTIMA_ATUALIZACAO","VALOR_RECEITA","UNIDADE_GESTORA_ID","NOME_UNIDADE_GESTORA"
"14841","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/04/22","25/04/22","57181","1","Prefeitura Municipal de Belo Jardim"
"14842","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/04/22","25/04/22","46185","1","Prefeitura Municipal de Belo Jardim"
"15000","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/05/22","25/05/22","217850","1","Prefeitura Municipal de Belo Jardim"
"15001","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/05/22","25/05/22","106869","1","Prefeitura Municipal de Belo Jardim"
"15002","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/05/22","25/05/22","86317","1","Prefeitura Municipal de Belo Jardim"
"15365","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/06/22","25/06/22","116250","1","Prefeitura Municipal de Belo Jardim"
"15366","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/06/22","25/06/22","57028","1","Prefeitura Municipal de Belo Jardim"
"15367","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/06/22","25/06/22","46061","1","Prefeitura Municipal de Belo Jardim"
"15368","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/06/22","25/06/22","364","1","Prefeitura Municipal de Belo Jardim"
"15369","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/06/22","25/06/22","178","1","Prefeitura Municipal de Belo Jardim"
"15370","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/06/22","25/06/22","144","1","Prefeitura Municipal de Belo Jardim"
"17755","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/07/22","25/07/22","111152","1","Prefeitura Municipal de Belo Jardim"
"17756","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/07/22","25/07/22","54527","1","Prefeitura Municipal de Belo Jardim"
"17757","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/07/22","25/07/22","44041","1","Prefeitura Municipal de Belo Jardim"
"17920","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/08/22","25/08/22","56693","1","Prefeitura Municipal de Belo Jardim"
"17921","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/08/22","25/08/22","27812","1","Prefeitura Municipal de Belo Jardim"
"17922","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/08/22","25/08/22","22463","1","Prefeitura Municipal de Belo Jardim"
"17923","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/08/22","25/08/22","96","1","Prefeitura Municipal de Belo Jardim"
"17924","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/08/22","25/08/22","47","1","Prefeitura Municipal de Belo Jardim"
"17925","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/08/22","25/08/22","38","1","Prefeitura Municipal de Belo Jardim"
"18089","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/09/22","25/09/22","33103","1","Prefeitura Municipal de Belo Jardim"
"18090","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/09/22","25/09/22","16239","1","Prefeitura Municipal de Belo Jardim"
"18091","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/09/22","25/09/22","13116","1","Prefeitura Municipal de Belo Jardim"
"18092","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/09/22","25/09/22","410","1","Prefeitura Municipal de Belo Jardim"
"18093","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/09/22","25/09/22","201","1","Prefeitura Municipal de Belo Jardim"
"18094","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/09/22","25/09/22","162","1","Prefeitura Municipal de Belo Jardim"
"18255","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/10/22","25/10/22","19103","1","Prefeitura Municipal de Belo Jardim"
"18256","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/10/22","25/10/22","9371","1","Prefeitura Municipal de Belo Jardim"
"18257","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/10/22","25/10/22","7569","1","Prefeitura Municipal de Belo Jardim"
"18258","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/10/22","25/10/22","190","1","Prefeitura Municipal de Belo Jardim"
"18259","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/10/22","25/10/22","93","1","Prefeitura Municipal de Belo Jardim"
"18260","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/10/22","25/10/22","75","1","Prefeitura Municipal de Belo Jardim"
"18595","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/11/22","25/11/22","19941","1","Prefeitura Municipal de Belo Jardim"
"18596","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/11/22","25/11/22","9782","1","Prefeitura Municipal de Belo Jardim"
"18597","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/11/22","25/11/22","7901","1","Prefeitura Municipal de Belo Jardim"
"18892","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/12/22","25/12/22","82006","1","Prefeitura Municipal de Belo Jardim"
"18893","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/12/22","25/12/22","40229","1","Prefeitura Municipal de Belo Jardim"
"18894","2022","11125001010","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Predial","N","25/12/22","25/12/22","32493","1","Prefeitura Municipal de Belo Jardim"
"14095","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/02/22","25/02/22","29866","1","Prefeitura Municipal de Belo Jardim"
"14096","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/02/22","25/02/22","14651","1","Prefeitura Municipal de Belo Jardim"
"14097","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/02/22","25/02/22","11834","1","Prefeitura Municipal de Belo Jardim"
"14381","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/01/22","25/01/22","23770","1","Prefeitura Municipal de Belo Jardim"
"14382","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/01/22","25/01/22","11661","1","Prefeitura Municipal de Belo Jardim"
"14383","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/01/22","25/01/22","9418","1","Prefeitura Municipal de Belo Jardim"
"14506","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/03/22","25/03/22","9357","1","Prefeitura Municipal de Belo Jardim"
"14507","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/03/22","25/03/22","4590","1","Prefeitura Municipal de Belo Jardim"
"14508","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/03/22","25/03/22","3707","1","Prefeitura Municipal de Belo Jardim"
"14843","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/04/22","25/04/22","26841","1","Prefeitura Municipal de Belo Jardim"
"14844","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/04/22","25/04/22","13167","1","Prefeitura Municipal de Belo Jardim"
"14845","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/04/22","25/04/22","10635","1","Prefeitura Municipal de Belo Jardim"
"15003","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/05/22","25/05/22","23704","1","Prefeitura Municipal de Belo Jardim"
"15004","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/05/22","25/05/22","11628","1","Prefeitura Municipal de Belo Jardim"
"15005","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/05/22","25/05/22","9392","1","Prefeitura Municipal de Belo Jardim"
"15006","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/05/22","25/05/22","335","1","Prefeitura Municipal de Belo Jardim"
"15007","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/05/22","25/05/22","164","1","Prefeitura Municipal de Belo Jardim"
"15008","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/05/22","25/05/22","132","1","Prefeitura Municipal de Belo Jardim"
"15371","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/06/22","25/06/22","35923","1","Prefeitura Municipal de Belo Jardim"
"15372","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/06/22","25/06/22","17622","1","Prefeitura Municipal de Belo Jardim"
"15373","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/06/22","25/06/22","14233","1","Prefeitura Municipal de Belo Jardim"
"17758","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/07/22","25/07/22","39837","1","Prefeitura Municipal de Belo Jardim"
"17759","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/07/22","25/07/22","19543","1","Prefeitura Municipal de Belo Jardim"
"17760","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/07/22","25/07/22","15784","1","Prefeitura Municipal de Belo Jardim"
"17926","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/08/22","25/08/22","49278","1","Prefeitura Municipal de Belo Jardim"
"17927","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/08/22","25/08/22","24174","1","Prefeitura Municipal de Belo Jardim"
"17928","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/08/22","25/08/22","19525","1","Prefeitura Municipal de Belo Jardim"
"17929","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/08/22","25/08/22","627","1","Prefeitura Municipal de Belo Jardim"
"17930","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/08/22","25/08/22","307","1","Prefeitura Municipal de Belo Jardim"
"17931","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/08/22","25/08/22","248","1","Prefeitura Municipal de Belo Jardim"
"18095","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/09/22","25/09/22","25100","1","Prefeitura Municipal de Belo Jardim"
"18096","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/09/22","25/09/22","12313","1","Prefeitura Municipal de Belo Jardim"
"18097","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/09/22","25/09/22","9945","1","Prefeitura Municipal de Belo Jardim"
"18261","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/10/22","25/10/22","32405","1","Prefeitura Municipal de Belo Jardim"
"18262","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/10/22","25/10/22","15897","1","Prefeitura Municipal de Belo Jardim"
"18263","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/10/22","25/10/22","12840","1","Prefeitura Municipal de Belo Jardim"
"18264","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/10/22","25/10/22","159","1","Prefeitura Municipal de Belo Jardim"
"18265","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/10/22","25/10/22","78","1","Prefeitura Municipal de Belo Jardim"
"18266","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/10/22","25/10/22","63","1","Prefeitura Municipal de Belo Jardim"
"18598","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/11/22","25/11/22","22126","1","Prefeitura Municipal de Belo Jardim"
"18599","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/11/22","25/11/22","10854","1","Prefeitura Municipal de Belo Jardim"
"18600","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/11/22","25/11/22","8767","1","Prefeitura Municipal de Belo Jardim"
"18895","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/12/22","25/12/22","34443","1","Prefeitura Municipal de Belo Jardim"
"18896","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/12/22","25/12/22","16896","1","Prefeitura Municipal de Belo Jardim"
"18897","2022","11125001020","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto Territorial Urbano","N","25/12/22","25/12/22","13647","1","Prefeitura Municipal de Belo Jardim"
"14098","2022","11125002000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros","N","25/02/22","25/02/22","10239","1","Prefeitura Municipal de Belo Jardim"
"14099","2022","11125002000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros","N","25/02/22","25/02/22","5023","1","Prefeitura Municipal de Belo Jardim"
"14100","2022","11125002000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros","N","25/02/22","25/02/22","4057","1","Prefeitura Municipal de Belo Jardim"
"14384","2022","11125002000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros","N","25/01/22","25/01/22","9211","1","Prefeitura Municipal de Belo Jardim"
"14385","2022","11125002000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros","N","25/01/22","25/01/22","4518","1","Prefeitura Municipal de Belo Jardim"
"14386","2022","11125002000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros","N","25/01/22","25/01/22","3649","1","Prefeitura Municipal de Belo Jardim"
"14509","2022","11125002000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros","N","25/03/22","25/03/22","11851","1","Prefeitura Municipal de Belo Jardim"
"14510","2022","11125002000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros","N","25/03/22","25/03/22","5814","1","Prefeitura Municipal de Belo Jardim"
"14511","2022","11125002000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros","N","25/03/22","25/03/22","4696","1","Prefeitura Municipal de Belo Jardim"
"14846","2022","11125002000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros","N","25/04/22","25/04/22","3922","1","Prefeitura Municipal de Belo Jardim"
"14847","2022","11125002000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros","N","25/04/22","25/04/22","1924","1","Prefeitura Municipal de Belo Jardim"
"14848","2022","11125002000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros","N","25/04/22","25/04/22","1553","1","Prefeitura Municipal de Belo Jardim"
"15009","2022","11125002000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros","N","25/05/22","25/05/22","627","1","Prefeitura Municipal de Belo Jardim"
"15010","2022","11125002000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros","N","25/05/22","25/05/22","307","1","Prefeitura Municipal de Belo Jardim"
"15011","2022","11125002000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1112","Impostos sobre o Patrimônio","Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros","N","25/05/22","25/05/22","248","1","Prefeitura Municipal de Belo Jardim"
