"ID_RECEITA","ANO_ORCAMENTARIO","CODIGO_ORCAMENTARIO","CODIGO_CATEGORIA","CATEGORIA","CODIGO_ORIGEM","ORIGEM","CODIGO_ESPECIE","ESPECIE","CODIGO_RUBRICA","RUBRICA","DESCRICAO","EXTRA","DATA_LANCAMENTO","ULTIMA_ATUALIZACAO","VALOR_RECEITA","UNIDADE_GESTORA_ID","NOME_UNIDADE_GESTORA"
"13035","2021","11130311000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal","N","25/09/21","25/09/21","0","1","Prefeitura Municipal de Belo Jardim"
"13036","2021","11130311000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal","N","25/09/21","25/09/21","0","1","Prefeitura Municipal de Belo Jardim"
"13037","2021","11130311000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal","N","25/09/21","25/09/21","0","1","Prefeitura Municipal de Belo Jardim"
"13152","2021","11130311000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal","N","25/09/21","25/09/21","68043","1","Prefeitura Municipal de Belo Jardim"
"13153","2021","11130311000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal","N","25/09/21","25/09/21","85684","1","Prefeitura Municipal de Belo Jardim"
"13154","2021","11130311000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal","N","25/09/21","25/09/21","98284","1","Prefeitura Municipal de Belo Jardim"
"13155","2021","11130311000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal","N","25/09/21","25/09/21","0","1","Prefeitura Municipal de Belo Jardim"
"13156","2021","11130311000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal","N","25/09/21","25/09/21","0","1","Prefeitura Municipal de Belo Jardim"
"13157","2021","11130311000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal","N","25/09/21","25/09/21","0","1","Prefeitura Municipal de Belo Jardim"
"13275","2021","11130311000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal","N","25/10/21","25/10/21","779","1","Prefeitura Municipal de Belo Jardim"
"13276","2021","11130311000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal","N","25/10/21","25/10/21","981","1","Prefeitura Municipal de Belo Jardim"
"13277","2021","11130311000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal","N","25/10/21","25/10/21","1125","1","Prefeitura Municipal de Belo Jardim"
"13468","2021","11130311000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal","N","25/11/21","25/11/21","83257","1","Prefeitura Municipal de Belo Jardim"
"13469","2021","11130311000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal","N","25/11/21","25/11/21","104842","1","Prefeitura Municipal de Belo Jardim"
"13470","2021","11130311000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal","N","25/11/21","25/11/21","120260","1","Prefeitura Municipal de Belo Jardim"
"11628","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/01/21","25/01/21","62","1","Prefeitura Municipal de Belo Jardim"
"11629","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/01/21","25/01/21","31","1","Prefeitura Municipal de Belo Jardim"
"11630","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/01/21","25/01/21","26","1","Prefeitura Municipal de Belo Jardim"
"11739","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/02/21","25/02/21","423","1","Prefeitura Municipal de Belo Jardim"
"11740","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/02/21","25/02/21","211","1","Prefeitura Municipal de Belo Jardim"
"11741","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/02/21","25/02/21","179","1","Prefeitura Municipal de Belo Jardim"
"11849","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/03/21","25/03/21","1764","1","Prefeitura Municipal de Belo Jardim"
"11850","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/03/21","25/03/21","882","1","Prefeitura Municipal de Belo Jardim"
"11851","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/03/21","25/03/21","746","1","Prefeitura Municipal de Belo Jardim"
"11971","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/04/21","25/04/21","26805","1","Prefeitura Municipal de Belo Jardim"
"11972","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/04/21","25/04/21","13402","1","Prefeitura Municipal de Belo Jardim"
"11973","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/04/21","25/04/21","11340","1","Prefeitura Municipal de Belo Jardim"
"12108","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/05/21","25/05/21","31636","1","Prefeitura Municipal de Belo Jardim"
"12109","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/05/21","25/05/21","15818","1","Prefeitura Municipal de Belo Jardim"
"12110","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/05/21","25/05/21","13384","1","Prefeitura Municipal de Belo Jardim"
"12399","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/06/21","25/06/21","7766","1","Prefeitura Municipal de Belo Jardim"
"12400","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/06/21","25/06/21","3883","1","Prefeitura Municipal de Belo Jardim"
"12401","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/06/21","25/06/21","3285","1","Prefeitura Municipal de Belo Jardim"
"12519","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/07/21","25/07/21","1261","1","Prefeitura Municipal de Belo Jardim"
"12520","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/07/21","25/07/21","630","1","Prefeitura Municipal de Belo Jardim"
"12521","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/07/21","25/07/21","533","1","Prefeitura Municipal de Belo Jardim"
"12522","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/07/21","25/07/21","26000","1","Prefeitura Municipal de Belo Jardim"
"12523","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/07/21","25/07/21","13000","1","Prefeitura Municipal de Belo Jardim"
"12524","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/07/21","25/07/21","11000","1","Prefeitura Municipal de Belo Jardim"
"12676","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/08/21","25/08/21","480","1","Prefeitura Municipal de Belo Jardim"
"12677","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/08/21","25/08/21","240","1","Prefeitura Municipal de Belo Jardim"
"12678","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/08/21","25/08/21","203","1","Prefeitura Municipal de Belo Jardim"
"13038","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/09/21","25/09/21","574","1","Prefeitura Municipal de Belo Jardim"
"13039","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/09/21","25/09/21","287","1","Prefeitura Municipal de Belo Jardim"
"13040","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/09/21","25/09/21","243","1","Prefeitura Municipal de Belo Jardim"
"13158","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/09/21","25/09/21","574","1","Prefeitura Municipal de Belo Jardim"
"13159","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/09/21","25/09/21","287","1","Prefeitura Municipal de Belo Jardim"
"13160","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/09/21","25/09/21","243","1","Prefeitura Municipal de Belo Jardim"
"13278","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/10/21","25/10/21","248297","1","Prefeitura Municipal de Belo Jardim"
"13279","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/10/21","25/10/21","124148","1","Prefeitura Municipal de Belo Jardim"
"13280","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/10/21","25/10/21","105049","1","Prefeitura Municipal de Belo Jardim"
"13471","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/11/21","25/11/21","109685","1","Prefeitura Municipal de Belo Jardim"
"13472","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/11/21","25/11/21","54842","1","Prefeitura Municipal de Belo Jardim"
"13473","2021","11130341000","1","Receitas Correntes","11","Impostos, Taxas e Contribuições de Melhoria","111","Impostos","1113","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal","N","25/11/21","25/11/21","46405","1","Prefeitura Municipal de Belo Jardim"
